Geosas Piotr Sasin #         geosas@wp.pl     #502 248 931
GEOPOINT Geodeta Mgr Inż. Paweł Głuszyk #         geopoint.gluszyk@gmail.com     #783 499 422
Geopoint Geodezja Kamil Bogocz #         geodezja.geopoint@gmail.com     #Oceń firmę i napisz o niej opinię:
Geopoint Grzegorz Strychar #         g.strychar@gmail.com     #600 385 917
Geopoint Jacek Walczak Firma Geodezyjno Projektowa #         geopoint.103@gmail.com     #693 455 528
Geo-Point Pracownia Geodezyjno-Projektowa #         geopoint@op.pl     #602 280 259
Geopoint Usługi Geodezyjne i Kartograficzne Michał Mucha #         geopoint@tlen.pl     #602 261 952
Geopoint Usługi Geodezyjne Jarosław Kupa #         jpkupa@wp.pl     #513 026 331
Geopoint Usługi Geodezyjne Robert Rogowski #         biuro@geodetaplonsk.pl     #503 460 680
Geopol Biuro Geodezyjne Kazimierz Sprycha ##666 551 331
Geopol Biuro Usług Geodezyjnych Piotr Wyrozumski #         p_geo@interia.pl     #884 822 621
Geo-Pol Firma Geodezyjna #         geopol@poczta.fm     #(12) 637 39 82
Geopol S.C. Biuro Geodezji ##(25) 798 33 07
Geopol S.C. Niedzielski Edward Niedzielska Stanisława Wanda #         geopol@rubikon.pl     #(84) 627 05 46
Geopol S.C. Płóciennik Daniel Płóciennik Daniel Usługi Geodezyjno-Kartograficzne - Pracownia Geodezyjna ##661 428 201
Geopol S.C. Pracownia Geodezyjna ##(43) 843 33 04
Geopol S.C. Przedsiębiorstwo Wielobranżowe ##(91) 414 29 81
Geopol S.C. Usługi Geodezyjne Ł. Szewczak, a. Szewczak #         geodetalukow@gmail.com     #Oceń firmę i napisz o niej opinię:
Geopol S.C. Usługi Geodezyjno-Kartograficzne Przedsiębiorstwo Geodezyjno-Konsultingowe ##605 735 712
Geopol S.C. Zakład Usług Geodezyjno-Projektowych #         geopol.radom@wp.pl     #608 038 360
Geo-Pol Usługi Geodezyjne Janusz Kupień #         geo-pol3@wp.pl     #606 300 931
Geopol Usługi Geodezyjno-Kartograficzne #         geo_pol@wp.pl     #600 364 478
Geopol Zakład Usług Geodezyjno-Kartograficznych Leonard Radziszewski #         geopol_radziszewski@go2.pl     #(89) 624 30 81
Geopol Zakład Usług Geodezyjnych #         geopolsk@o2.pl     #(91) 570 28 65
Geopole S.C. Biuro Usług Geodezyjnych #         geopole.sc@wp.pl     #(81) 744 44 46
Geopol-GM Sp. z o.o. Biuro Geodezyjne #         biuro@geopol-gm.pl     #501 217 907
Geopolis Sp. z o.o. ##(54) 413 99 99
Geopom Firma Geodezyjna Łukasz Pachota #         geopom@o2.pl     #(14) 684 23 90
Geo-Pomiar Biuro Usług Geodezyjno- Projektowych Filip Gądek ##725 944 374
Geo-Pomiar Biuro Usług Geodezyjnych Tomasz Krajewski #         geopomiar@wp.pl     #(77) 433 38 96
Geopomiar Gołka Jacek Usługi Geodezyjne #         geopomiar@kki.pl     #Oceń firmę i napisz o niej opinię:
Geopomiar Przedsiębiorstwo Geodezyjno-Kartograficzne #         pgk.geopomiar@wp.pl     #Oceń firmę i napisz o niej opinię:
Geopomiar S.C. Krzysztof Dudek Michał Paczkowski ##793 740 308
Geopomiar S.C. Krzysztof Włodarski Waldemar Włodarski #         geopomiar.slupsk@wp.pl     #(59) 841 01 05
Geo-Pomiar S.C. Usługi Geodezyjne #         geopomiar@op.pl     #(43) 843 43 76
Geopomiar S.C. Usługi Geodezyjne A. Wójcik, A. Wójcik #         geopomiar@geopomiar.info.pl     #505 084 848
Geopomiar S.C. Usługi Geodezyjne K. Włodarski K. Szymoniak #         geopomiar.slupsk@wp.pl     #(59) 841 01 05
Geo-pomiar T&amp;W Tomasz Bodnar #         geo-pomiar.tw@wp.pl     #692 475 378
Geo-Pomiar Usługi Geodezyjne i Kartograficzne Konrad Pawłowicz ##603 904 412
Geo-Pomiar Usługi Geodezyjne inż. Marcin Ciołek #         mar.cio87@wp.pl     #600 939 548
Geo-Pomiar Usługi Geodezyjne Inż. Marcin Ciołek #         mar.cio87@wp.pl     #600 939 548
Geopomiar Usługi Geodezyjne Inż. Michał Gappa #         michal.geopomiar@gmail.com     #888 624 190
Geopomiar Usługi Geodezyjne Janusz Haliński ##605 035 045
Geopomiar Usługi Geodezyjne Krystyna Osiecka ##509 933 909
Geopomiar Usługi Geodezyjne Piotr Jarzyło #         piotrek.jarzylo@interia.pl     #Oceń firmę i napisz o niej opinię:
Geopomiar Usługi Geodezyjne Tymoteusz Menc #         tymoteuszmenc@gmail.com     #665 138 044
GEO-POMIAR Usługi Geodezyjno- Kartograficzne mgr inż. Zenon Kaźmierczak ##537 577 115
Geopomiar Usługi Geodezyjno-Kartograficzne Marcin Majek #         wirmartin@interia.pl     #668 176 077
Geopomiar Usługi Geodezyjno-Kartograficzne Tomasz Wilk ##(15) 832 48 35
Geopon Maciej Wtorek ##503 644 336
Geo-Port Pracownia Geodezyjno-Kartograficzna Damian Zimny #         geodezja.geoport@gmail.com     #Oceń firmę i napisz o niej opinię:
Geoport Usługi Geodezyjne Tomasz Jędrak #         geoport@onet.pl     #508 933 428
Geopos Biuro Geodezyjne Szymon Polewka #         geopos@wp.pl     #Oceń firmę i napisz o niej opinię:
GEOPR Paweł Redzimski Geodeta Geodezja Usługi Geodezyjne #         pawel.redzimski@gmail.com     #691 739 552
Geoprac Zakład Usług Geodezyjnych #         geoprac@wp.pl     #(32) 455 73 91
Geopractic Usługi Geodezyjne Michał Kołosiński #         mkolosinski.geo@gmail.com     #Oceń firmę i napisz o niej opinię:
Geoprask Wojciech i Antoni Prask #         geoprask@o2.pl     #603 865 553
Geoprecyzja Usługi Geodezyjne Krystian Madejak #         geoprecyzja.km@gmail.com     #Oceń firmę i napisz o niej opinię:
GEOPREX s.c. Przedsiębiorstwo Geodezyjno Projektowe St. Górnikiewicz Lucyna i Waldemar Karwowscy ##(52) 345 63 02
Geoprex Usługi Geodezyjno-kartograficzne Stanisław Skubiszewski #         geoprex@op.pl     #(22) 452 06 60
Geo-Prim Firma Usługowa Jacek Podgórski #         geo-prim@wp.pl     #508 102 623
Geoprim Robert Jannasz #         biuro@geoprim.pl     #501 237 322
Geopro S.C. Tomasz Czerwiński Łukasz Maj #         geoprosc@gmail.com     #693 974 011
Geo-Pro Usługi Geodezyjno-Kartograficzne inż. Rafał Kowalczyk #         geo_pro@wp.pl     #504 037 923
Geo-Pro Zakład Usług Geodezyjnych #         geo-pro@o2.pl     #604 420 850
Geoprobud Usługi Geodezyjno-Budowlane Rafał Politaj #         geoprobud@interia.pl     #Oceń firmę i napisz o niej opinię:
Geoprof Przedsiębiorstwo Geodezyjne Jarosław Kożuch #         biuro@geoprof.pl     #(12) 661 39 31
GeoProf Przedsiębiorstwo Usług Geodezyjnych Grzegorz Piliszko ##602 388 105
GeoProf Przedsiębiorstwo Usług Geodezyjnych Grzegorz Piliszko #         pug.geo@gmail.com     #602 388 105
Geoprof S.C.Przedsiębiorstwo Geodezyjne Jarosław Kożuch Sławomir Zając #         biuro@geoprof.pl     #(12) 661 39 31
Geo-Profes Kamil Olszewski #         biuro@geo-profes.pl     #609 223 917
Geoprofi Usługi Geodezyjne Natalia Dziewiczkiewicz #         geodezja@geoprofi.pl     #666 831 566
Geoprofil Firma Geodezyjna Sebastian Pietryga #         geoprofil@poczta.fm     #887 560 070
Geo-Profil S.C. Usługi Geodezyjne Janusz Sroka Dominik Piela ##604 905 198
Geoprofil Sebastian Ryglewicz #         geoprofil-starachowice@wp.pl     #505 682 898
Geo-Profil Usługi Geodezyjne Jarosław Ankiewicz #         geoprofil@op.pl     #(61) 443 26 66
Geoprogress Usługi Geodezyjne Krzysztof Czarnecki #         geoprogress@interia.pl     #600 979 909
Geo-Project Usługi Geodezyjno-Projektowe Marcin Jaracz #         geo-project@o2.pl     #666 900 044
Geoprojekt Adam Karol ##605 359 536
Geo-Projekt Barbara Firysiuk #         geo-projekt1@wp.pl     #(83) 342 43 42
Geo-Projekt Bartosz Bojarczuk #         biuro@geo-projekt.com     #662 045 946
Geo-Projekt Biuro Usług Geodezyjno-Projektowych Marcin Chlebowski #         geo-projekt@wp.pl     #607 616 055
Geoprojekt Biuro Usług Geodezyjnych i Kartograficznych Beata Etel ##(74) 666 64 00
Geoprojekt Bogdan Charzewski ##(29) 717 22 99
Geo-Projekt Invest Sp. z o.o. #         biuro@geoprojektinvest.pl     #791 640 120
Geoprojekt Iusługi Geodezyjne Mateusz Wyszyński #         mateusz.wyszynski@wp.pl     #603 949 618
Geo-Projekt Jakub Łotowski #         jlotowski87@gmail.com     #504 278 100
Geo-Projekt Plus Mariusz Łęgowski #         geoprojektplus@interia.pl     #692 278 807
Geoprojekt Pomiary Geodezyjne i Kartografia Piotr Domagała #         geoprojekt2@wp.pl     #508 266 180
Geoprojekt Przedsiębiorstwo Geodezyjne Adam Szmidt i S-ka #         gniadkowski@poczta.onet.pl     #(48) 362 47 68
Geo-Projekt Przedsiębiorstwo Usług Geodezyjno -Kartograficznych Sławomir Sak #         slaweksak@interia.pl     #Oceń firmę i napisz o niej opinię:
Geo-Projekt Rafał Foryś ##506 156 334
Geo-Projekt Sebastian Tosiek i Agnieszka Tosiek S.C. ##600 500 316
Geo-Projekt Tarnów S.C. Rakoczy Sławomir Rakoczy Olga #         geo@geo-projekt.eu     #(14) 628 33 58
Geo-Projekt Usługi Geodezyjne Dariusz Kowalczyk ##506 369 264
Geo-Projekt Usługi Geodezyjne Dariusz Kowalczyk #         geo-projekt2014@wp.pl     #511 609 087
Geo-Projekt Usługi Geodezyjne Dariusz Kowalczyk ##511 609 087
Geo-Projekt Usługi Geodezyjne Małgorzata Kruk ##508 628 494
GeoProjekt Usługi Geodezyjne Przemysław Stolarczuk #         geoprojekt.gda@gmail.com     #513 461 215
Geoprojekt Usługi Geodezyjne Tomasz Hałka ##512 436 697
Geoprojekt Usługi Geodezyjno-Kartograficzne Krzysztof Obszański #         geoprojekt.lubin@wp.pl     #691 367 735
Geo-Pro-Kart Przedsiębiorstwo Geodezyjno Projektowe #         geoprokart@geodeci.net.pl     #604 137 501
Geoprom Przedsiębiorstwo Usług Geodezyjne ##605 216 567
Geoprym ##507 794 708
GEOPRYM Biuro Geodezji i Wyceny Nieruchomości #         sztankos@interia.pl     #664 702 850
GEOPRYM Biuro Geodezji i Wyceny Nieruchomości ##664 702 850
Geoprym II Usługi Geodezyjno-Kartograficzne Karol Chojnacki ##692 774 557
Geo-Prym Usługi Geodezyjno-Kartograficzne Michał Prymas #         biuro@geodeta-gniezno.pl     #723 283 681
Geo-Przem Przemysław Nieścior #         geo.przem@gmail.com     #605 265 880
Geoprzem Sp. z o.o. ##509 668 404
Geoprzem Spółka z ograniczoną odpowiedzialnością Spółka Komandytowa ##(12) 277 81 83
Geoprzem Zakład Usług Geodezyjnych Antoni Kluba #         geoprzem@tlen.pl     #(32) 739 18 92
Geo-Punkt #         biuro.geopunkt@gmail.com     #512 618 808
Geopunkt Aneta Gapa-Sieradzka #         sieradzkimariusz@wp.pl     #698 612 575
Geopunkt Anna Matczak #         biuro.geopunkt@wp.pl     #725 366 557
Geopunkt Biuro Usług Geodezyjnych Krzysztof Szklarczyk #         geopunkt@vp.pl     #505 936 984
Geopunkt Krzysztof Buk #         krzysztofbuk@wp.pl     #783 109 100
Geopunkt Michał Potocki #         geopunkt.kontakt@gmail.com     #721 309 906
Geopunkt Prace Geodezyjne Ryszard Staniszewski #         geopunkt@onet.eu     #(42) 213 61 40
Geopunkt S.C. Arkadiusz Gawin Zakład Usług Geodezyjnych ##(59) 822 20 66
Geopunkt S.C. Zakład Usług Geodezyjnych #         geopunkt@poczta.onet.pl     #(59) 822 20 66
Geopunkt Usługi Geodezyjne Agnieszka Krajniewska #         info@geopunkt.pl     #607 446 900
Geopunkt Usługi Geodezyjne Kamil Karlikowski #         geodeta.geopunkt@gmail.com     #Oceń firmę i napisz o niej opinię:
Geopunkt Usługi Geodezyjne Sebastian Podkul #         geodeta@geopunkt.eu     #798 622 181
Geo-Rad Bogusław Radoń #         bodzior@gmail.com     #Oceń firmę i napisz o niej opinię:
Geo-Rad Bogusław Radoń #         bodzior@gmail.com     #694 515 463
Georad Pracownia Geodezyjno-Projektowa #         georad@georad.com.pl     #(48) 363 58 43
Georaf Rafał Paras #         georaf_radomsko@wp.pl     #601 527 821
Geo-Rain Usługi Geodezyjne Marek Łapkin ##(32) 206 04 39
Geo-Ran S.C.Teresa i Franciszek Bełz ##(17) 228 50 54
Georange Łukasz Antkiewicz ##728 393 733
Georaster Jacek Łęgowski ##(56) 494 00 36
Geo-Raw S.C. Adam Hrabis Marcin Zimnoch #         geo@op.pl     #(85) 661 78 43
Georef Zakład Usług Geodezyjnych Tomasz Ciążyński #         georef.ciazynski@gmail.com     #665 321 017
GeoRepro Jacek Januchta #         grottgera@wp.pl     #605 046 237
Georex Tomasz Fituch ##508 306 762
Geo-Rexbud Iwona Krajewska #         georexbud@neostrada.pl     #501 119 233
Georg Fischer Sp. z o.o. #         poland.ps@georgfischer.com     #(22) 313 10 50
Geo-Rodasz Firma Geodezyjno-Kartograficzne ##603 131 369
Georok Usługi Geodezyjne Inż. Tomasz Rosada #         georok@wp.pl     #606 194 015
Georok Usługi Geodezyjne Mirosław Rakoczy ##601 678 278
Georox Przemysław Kurczych #         przemyslaw.kurczych@o2.pl     #784 497 651
GeoRybnik.pl Krystian Pendziałek ##607 548 735
Georys Biuro Usług Geodezyjnych Maciej Hutny ##(33) 844 12 24
GEORYS Kopacki Ryszard #         ryszardkopacki@gmail.com     #601 795 242
Geo-Rys Pracownia Geodezyjno-Konsultingowa Jolanta Markowska #         jola.markowska@wp.pl     #502 778 081
Georys S.C. Zakład Usług Geodezyjnych Władysław Bielski Stanisław Piwowar #         georys@rekord.net.pl     #(33) 815 39 94
Georys Usługi Geodezyjne Ryszard Barnaś #         georys@op.pl     #604 188 738
Georys Zakład Usług Geodezyjno-Kartograficznych Józef Rogórz ##(17) 788 26 60
Georys Zakład Usług Geodezyjnych Jerzy Cytrycki ##(76) 819 10 36
Geo-S Biuro Usług Geodezyjnych Mieczysław Szymański ##(41) 253 06 13
Geos S.C. Przedsiębiorstwo Geodezyjno-Kartograficzne Adam Bućkowski Zbigniew Józefiak #         geos.gora@vp.pl     #(65) 543 30 17
Geos Usługi Geodezyjne Grzegorz Walecki ##(32) 447 73 40
Geo-S Usługi Geodezyjne Karolina Kowar, Tadeusz Piasek S.C. #         pugkip@interia.pl     #Oceń firmę i napisz o niej opinię:
Geos Usługi Geodezyjno-Kartograficzne Szymon Ozimek #         szymek_o@o2.pl     #725 184 093
Geos Zakład Usług Geodezyjno Kartograficznych  Jan Szariak ##691 069 326
Geos3D Konrad Sawko #         biuro@geos3d.pl     #793 660 880
Geo-San Tomasz Sobolak #         geodezja.geosan@gmail.com     #579 470 426
Geosas Piotr Sasin ##502 248 931
Geosas Usługi Geodezyjne i Kartograficzne Kamil Sasin #         geosas.geodezja@gmail.com     #668 374 541
GeoSat ##607 658 898
Geo-Sat Anna Gardo Wojciech Wojtas S.C. ##668 469 650
Geo-Sat Firma Usług Geodezyjnych ##602 750 671
Geo-Sat S.C. D. Mandziak A. Jóźwicki #         ugdorota@wp.pl     #600 073 866
GeoSat Usługi Geodezyjne ##607 658 898
GeoSat Usługi Geodezyjne Stanisław Borys Dwornik #         geosat@geosat.com.pl     #607 658 898
Geosat Usługi Geodezyjno-Kartograficzne Aleksander Czarnik #         aleksander.czarnik@gmail.com     #660 680 013
Geo-Saw Kamil Sawa #         geo-saw@wp.pl     #667 835 509
Geosawicki Usługi Geodezyjne Inż. Piotr Krzysztof Sawicki #         geosawicki@interia.eu     #604 455 299
Geoscan Marcin Chołuj #         biuro@geoscan.pl     #504 904 922
Geosend S.C. Rafał Senderowicz Maria Senderowicz ##(43) 671 20 79
GeoserV Sp. z o.o. PUH ##(22) 822 20 64
Geoservice Geodeta Maciej Maciążek #         maciej.maciazek@op.pl     #609 025 348
Geoservice Sp. z o.o. ##(59) 842 52 68
Geo-Service Usługi Geodezyjne Dawid Żmuda ##602 313 691
Geo-Serwis #         geoserwis@polskieprodukty.pl     #601 652 651
Geoserwis Biuro Geodezyjne #         antoniuk2@vp.pl     #(89) 741 34 43
Geoserwis DT S.C. Geodezja i Kartografia Dariusz Chramęga Tadeusz Sztonyk ##(77) 433 20 69
Geoserwis DT S.C. Usługi Geodezyjno-Kartograficzne D.Chramenda T.Sztonyk ##(77) 433 20 69
Geoserwis mgr inż. Roman Jankowski ##501 122 281
Geoserwis S.C. Henryk Horoszczak Jan Mielczarek #         biuro@geosystem.pl     #(77) 482 31 93
Geo-Serwis Usługi Geodezyjne + GPS Krzysztof Kibiłko ##601 591 083
Geoserwis Usługi Geodezyjne Dariusz Brzeziński #         geoserwis.ug@gmail.com     #603 239 553
Geoserwis Usługi Geodezyjne i Ogólnobudowlane #         geoserwis_biuro@wp.pl     #502 472 484
Geo-Serwis Usługi Geodezyjne Inż.Elżbieta Kostka #         geodetakostka@gmail.com     #690 478 501
Geoset S.C. Frączek Janusz Firma Geodezyjno - Kartograficzna #         fgk.geoset@gmail.com     #Oceń firmę i napisz o niej opinię:
Geoset Zakład Usług Geodezyjnych #         geoset@poczta.fm     #Oceń firmę i napisz o niej opinię:
Geosfera Świętokrzyska Pracownia Geodezyjna #         kamilkowal3k@gmail.com     #781 015 550
Geosfera-Geodezja Joanna Żelewska #         joanna.zelewska@gmail.com     #Oceń firmę i napisz o niej opinię:
Geosfera-Geodezja Joanna Żelewska ##501 053 071
GEO-SIM Bartosz Grzesiak #         geo-sim@wp.pl     #504 415 676
Geosit S.C. Usługi Geodezyjne P. Dytkowski T. Placha #         biuro@geosit.pl     #Oceń firmę i napisz o niej opinię:
Geosit Usługi Geodezyjne Krzysztof Treder #         krzysztoftreder@wp.pl     #(59) 841 21 22
Geosit Usługi Geodezyjno-Informatyczne Dariusz Filipek,Ryszard Pasternak S.C. #         szczecin@geosit.biz     #(91) 489 86 13
Geosit Usługi Inżynieryjne Elżbieta Tymuła #         geosit@o2.pl     #(17) 774 22 23
Geoskal Biuro Usług Geodezyjnych Bogusław Romaniuk #         geoskal@gmail.com     #Oceń firmę i napisz o niej opinię:
Geo-Skala Andrzej Michalik Usługi Geodezyjno-Kartograficzne ##(12) 417 31 46
Geo-Skala Marek Filiczak Usługi Geodezyjno-Kartograficzne ##(12) 417 31 46
Geo-Skala Paweł Zalewski ##692 109 910
Geo-Skala Paweł Zalewski #         biuro@geo-skala.pl     #(22) 725 18 79
Geo-Skala Usługi Geodezyjno-Kartograficzne ##(12) 417 31 46
Geo-Skar Biuro Usług Geodezyjno-Projektowych Katarzyna Rozwadowska #         rozwadowska26@wp.pl     #793 669 229
Geo-Ski Usługi Geodezyjne Leszek Skibicki #         geoski@wp.pl     #603 681 990
Geosław Zakład Usług Geodezyjnych Sławomir Hoffer #         slawek.hoffer@wp.pl     #(23) 697 25 19
Geo-Sława Biuro Usług Geodezyjnych Grzegorz Wolniczak #         djgvisha@o2.pl     #607 494 115
Geosmart Usługi Geodezyjne Wojciech Sosnowski #         biuro@geosmart.com.pl     #792 437 687
Geosoft Krzysztof Jaroniec, Maria Jaroniec S.C. ##508 356 678
Geosoft Tomasz Karnasiewicz #         tomasz.karnasiewicz@gmail.com     #505 093 282
Geo-Soft Usługi Geodezyjne Andrzej Drozdowicz #         andrzejdrozdowicz@wp.pl     #500 545 627
Geosol Usługi Geodezyjne Jakub Soliwoda ##508 870 289
Geosonar Tomasz Sawko #         sawko.tomasz@gmail.com     #534 803 534
Geosonik S.C. ##605 917 777
GeoSpec Dawid Napierała #         napierala.dawid@gmail.com     #725 621 118
Geo-Spec Mariusz Procner ##531 038 342
Geospec Sp. z o.o. ##882 112 280
GeoSpec Usługi Geodezyjne Michał Zimny #         geospec.mz@gmail.com     #603 729 619
Geo-Spec Usługi Geodezyjno-Kartograficzne Grzegorz Grzegorzewski #         grzegorz.grzegorzewski84@gmail.com     #607 097 927
Geo-Spectrum Radosław Jawiarczyk #         geospectrum1@gmail.com     #507 117 406
Geo-Spectrum Radosław Jawiarczyk ##507 117 406
Geospeed S.C. Usługi Geodezyjne Czarnecki&amp;Wojas #         geospeed@op.pl     #782 412 280
Geospik Usługi Geodezyjne Łukasz Spikowski ##600 937 318
Geostachurski Geodeta Uprawniony Krzysztof Stachurski #         geostachurski@gmail.com     #(25) 682 61 23
Geostan Firma Geodezyjna Patrycja Szyjka Stanisław Waliczek ##(33) 846 19 29
Geostan Przemysław Stanek ##693 533 193
Geo-Star Biuro Geodezyjne Małgorzata Starzyńska ##(67) 282 19 31
Geostar Biuro Usług Geodezyjnych Damian Gwiazda ##504 853 645
Geostar Marcin Ciemielewski Usługi Geodezyjne ##504 465 433
Geostar Urszula Kurlanc ##603 795 238
Geo-Star Usługi Geodezyjne S.C. #         geodeta.starczynski@gmail.com     #600 005 559
Geo-Star Usługi Geodezyjno-Kartograficzne Feruś Zbigniew #         geo-star1@wp.pl     #603 471 160
Geostars Piotr Tuszyński #         piotrgeodeta@wp.pl     #608 098 551
Geostars Piotr Tuszyński #         kontakt@geostars.pl     #608 098 551
Geostate Łukasz Szmit #         biuro@geostate.pl     #608 337 751
